,CLUST_CENTROID,DRIFT,VOLUME,RADIUS,Theta_X,Theta_Y,MEAN_AV,STD_AV,CENTROID_X,CENTROID_Y,CENTROID_Z,DRIFT_VECT_X,DRIFT_VECT_Y,DRIFT_VECT_Z,CENTRD_CENTROID_X,CENTRD_CENTROID_Y,CENTRD_CENTROID_Z,V1_X,V1_Y,V1_Z,V2_X,V2_Y,V2_Z,RA_VECT_X,RA_VECT_Y,RA_VECT_Z,ALIGNED_RA_VECT_X,ALIGNED_RA_VECT_Y,ALIGNED_RA_VECT_Z
0,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.0,-51.00080482740321,0.0,0.00020830465997789815,2.742382876164129e-05,0.0,0.0,0.0,0.0,-0.1615554882496425,0.9868636299998189,-0.0,-0.9868636299998189,-0.1615554882496426,0.9999999999999999,0.0,-0.0,6.123233995736765e-17,0.0,0.9999999999999999
1,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00020830465998,-51.000777403574446,0.0,0.00019410904162953102,8.040259761088464e-05,0.0,0.0,0.0,0.0,-0.4114697208420325,0.9114234300423595,-0.0,-0.9114234300423595,-0.4114697208420326,1.0,0.0,-0.0,6.123233995736766e-17,0.0,1.0
2,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00040241370161,-51.000697000976835,0.0,0.00016668521287499516,0.0001279020623385918,0.0,0.0,0.0,0.0,-0.6333429719448985,0.7738712295259488,-0.0,-0.7738712295259489,-0.6333429719448984,1.0000000000000002,0.0,-0.0,6.123233995736767e-17,0.0,1.0000000000000002
3,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00056909891448,-51.0005690989145,0.0,0.00012790206235990809,0.00016668521288920601,0.0,0.0,0.0,0.0,-0.8120549461584715,0.5835809836000165,-0.0,-0.5835809836000165,-0.8120549461584712,1.0000000000000004,0.0,-0.0,6.123233995736769e-17,0.0,1.0000000000000004
4,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00069700097684,-51.00040241370161,0.0,8.040259761799007e-05,0.00019410904163663645,0.0,0.0,0.0,0.0,-0.9354267177755822,0.3535206580549452,-0.0,-0.35352065805494526,-0.9354267177755821,1.0,0.0,-0.0,6.123233995736766e-17,0.0,1.0
5,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00077740357446,-51.00020830465997,0.0,2.742382875453586e-05,0.00020830465997079273,0.0,0.0,0.0,0.0,-0.9950507044420481,0.0993684838838973,-0.0,-0.09936848388389727,-0.9950507044420479,1.0000000000000004,0.0,-0.0,6.123233995736769e-17,0.0,1.0000000000000004
6,,0.0,260130.21,39.6,0.0,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00080482740321,-51.0,0.0,-2.742382875453586e-05,0.00020830465997079273,0.0,0.0,0.0,0.0,-0.9868636299998187,-0.16155548824964297,-0.0,0.16155548824964297,-0.9868636299998189,0.9999999999999998,0.0,0.0,6.123233995736765e-17,0.0,0.9999999999999998
7,,0.0,260130.21,39.6,0.0,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00077740357446,-50.99979169534003,0.0,-8.040259763220092e-05,0.00019410904163663645,0.0,0.0,0.0,0.0,-0.9114234300423635,-0.41146972084202404,-0.0,0.41146972084202416,-0.9114234300423634,1.0000000000000002,0.0,0.0,6.123233995736767e-17,0.0,1.0000000000000002
8,,0.0,260130.21,39.6,0.0,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00069700097683,-50.99959758629839,0.0,-0.00012790206234569723,0.00016668521288920601,0.0,0.0,0.0,0.0,-0.7738712295259494,-0.6333429719448971,-0.0,0.6333429719448972,-0.7738712295259497,0.9999999999999996,0.0,0.0,6.123233995736764e-17,0.0,0.9999999999999996
9,,0.0,260130.21,39.6,0.0,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00056909891448,-50.9994309010855,0.0,-0.00016668521288920601,0.0001279020623385918,0.0,0.0,0.0,0.0,-0.5835809835999929,-0.8120549461584878,-0.0,0.8120549461584877,-0.5835809835999932,0.9999999999999999,0.0,0.0,6.123233995736765e-17,0.0,0.9999999999999999
10,,0.0,260130.21,39.6,0.0,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.0004024137016,-50.999302999023165,0.0,-0.00019410904161532017,8.040259763220092e-05,0.0,0.0,0.0,0.0,-0.35352065805490984,-0.9354267177755955,-0.0,0.9354267177755957,-0.35352065805490984,1.0000000000000002,0.0,0.0,6.123233995736767e-17,0.0,1.0000000000000002
11,,0.0,260130.21,39.6,0.0,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.00020830465998,-50.99922259642553,0.0,-0.00020830465997789815,2.7423828740325007e-05,0.0,0.0,0.0,0.0,-0.09936848388392439,-0.9950507044420451,-0.0,0.9950507044420451,-0.09936848388392439,1.0,0.0,0.0,6.123233995736766e-17,0.0,1.0
12,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,76.0,-50.99919517259679,0.0,-0.0002083046599636873,-2.7423828747430434e-05,0.0,0.0,0.0,-0.0,0.16155548824960997,-0.9868636299998241,0.0,0.986863629999824,0.1615554882496103,0.9999999999999996,0.0,-0.0,6.123233995736764e-17,0.0,0.9999999999999996
13,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,75.99979169534004,-50.99922259642554,0.0,-0.00019410904164374188,-8.04025976250955e-05,0.0,0.0,0.0,-0.0,0.41146972084201017,-0.9114234300423695,0.0,0.9114234300423695,0.4114697208420103,0.9999999999999998,0.0,-0.0,6.123233995736765e-17,0.0,0.9999999999999998
14,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,75.99959758629839,-50.999302999023165,0.0,-0.00016668521287499516,-0.0001279020623385918,0.0,0.0,0.0,-0.0,0.633342971944888,-0.7738712295259568,0.0,0.7738712295259569,0.6333429719448883,0.9999999999999996,0.0,-0.0,6.123233995736764e-17,0.0,0.9999999999999996
15,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,75.99943090108552,-50.9994309010855,0.0,-0.00012790206234569723,-0.00016668521290341687,0.0,0.0,0.0,-0.0,0.8120549461584757,-0.5835809836000104,0.0,0.5835809836000103,0.8120549461584756,1.0000000000000004,0.0,-0.0,6.123233995736769e-17,0.0,1.0000000000000004
16,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,75.99930299902317,-50.99959758629841,0.0,-8.040259763220092e-05,-0.00019410904162953102,0.0,0.0,0.0,-0.0,0.9354267177755791,-0.3535206580549532,0.0,0.3535206580549532,0.9354267177755791,1.0,0.0,-0.0,6.123233995736766e-17,0.0,1.0
17,,0.0,260130.21,39.6,3.141592653589793,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,75.99922259642554,-50.999791695340036,0.0,-2.742382875453586e-05,-0.0002083046599636873,0.0,0.0,0.0,-0.0,0.9950507044420477,-0.09936848388389959,0.0,0.09936848388389957,0.9950507044420476,1.0,0.0,-0.0,6.123233995736766e-17,0.0,1.0
18,,0.0,260130.21,39.6,0.0,-1.5707963267948966,0.2590000000000003,2.7825225852156385e-16,-76.02279037565256,75.99919517259679,-51.0,0.0,2.742382875453586e-05,-0.00020830465997079273,0.0,0.0,0.0,-0.0,0.9868636299998198,0.16155548824963575,0.0,-0.16155548824963573,0.9868636299998201,0.9999999999999997,0.0,0.0,6.123233995736764e-17,0.0,0.9999999999999997
19,,,260130.21,39.6,0.0,-6.123233995736766e-17,,,-76.02279037565256,75.99922259642554,-51.00020830465997,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.9999999999999997
